component,beam_system_id,beam_category,beam_type,span_behavior,manufacturer,material_family,construction_method,section_type,beam_role,unit,beam_length,beam_width,beam_camber,beam_depth,flange_width,web_thickness,fireproofing_depth,load_capacity,moment_capacity,shear_capacity,deflection_rule,max_span,fire_rating,material_concrete_id,material_pt_id,material_rebar_id,material_steel_id,material_timber_id,material_fireproofing_id,is_composite,requires_rebar,requires_pt,requires_encasement,requires_fireproofing,supports_floor_types,supports_column_types,can_be_primary,can_be_secondary,can_be_edge,directly_supports_floor,concrete_volume,steel_volume,rebar_volume,pt_volume,timber_volume,source,notes,shape_key,A_in2,d_in,bf_in,tw_in,Ix_in4,Zx_in3,Sx_in3,rx_in,Iy_in4,Zy_in3,Sy_in3,ry_in,source_standard,source_format,native_unit_system,A_mm2,d_mm,bf_mm,tw_mm,Ix_mm4,Zx_mm3,Sx_mm3,rx_mm,Iy_mm4,Zy_mm3,Sy_mm3,ry_mm,Av_mm2,shape_family,section_designation,mass_kg_m,tf_mm,r_mm,d_between_fillets_mm,A_cm2
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,7.017995330075501,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,7.017995330075501,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,7.017995330075501,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,7.017995330075501,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,7.017995330075501,154.01412576753566,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.009582,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,6.033743361571564,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,6.033743361571564,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,6.033743361571564,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,6.033743361571564,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,6.033743361571564,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,6.821144936374714,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,6.821144936374714,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,6.821144936374714,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,6.821144936374714,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,6.821144936374714,149.69412555851645,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.009306,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,7.608546511177862,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,7.608546511177862,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,7.608546511177862,148.4214456840829,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.009224,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,7.608546511177862,141.71605937544868,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.008797,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_secondary_beam_14x28,cast_in_place,secondary_beam,one-way,generic,concrete,cast_in_place,rectangular,secondary_beam,imperial,24.0,14.0,,28.0,14.0,,,7.608546511177862,166.97412639459324,108.57646670043674,,24.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,False,True,False,True,2.722222222222222,,0.010413719020487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,SECONDARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,6.347552176861921,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,6.347552176861921,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,6.347552176861921,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,6.347552176861921,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,6.347552176861921,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.134953751665071,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.134953751665071,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.134953751665071,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.134953751665071,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.134953751665071,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.922355326468221,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.922355326468221,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.922355326468221,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.922355326468221,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.922355326468221,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,6.938103357964283,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,6.938103357964283,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,6.938103357964283,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,6.938103357964283,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,6.938103357964283,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.725504932767433,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.725504932767433,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.725504932767433,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.725504932767433,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,7.725504932767433,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,8.512906507570584,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
beam,aci_primary_beam_14x30,cast_in_place,primary_beam,one-way,generic,concrete,cast_in_place,rectangular,primary_beam,imperial,22.0,14.0,,30.0,14.0,,,8.512906507570584,164.8177930068175,108.57646670043673,,22.0,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,False,False,True,2.916666666666666,,0.009487,,,Expanded ACI example catalog,Approximate ACI-style continuous-member coefficients used for preliminary catalog generation. Use final frame analysis and detailed ACI detailing checks before issuing design.,PRIMARYBEAM,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
