component,column_system_id,column_category,column_type,manufacturer,material_family,construction_method,section_type,column_role,unit,column_height,column_width,column_depth,axial_capacity,moment_capacity,maximum_story_count,slenderness_limit,fire_rating,material_concrete_id,material_pt_id,material_rebar_id,material_steel_id,material_timber_id,material_fireproofing_id,is_composite,requires_rebar,requires_pt,requires_encasement,requires_fireproofing,supports_floor_types,supports_beam_types,supports_low_rise,supports_mid_rise,supports_high_rise,concrete_volume,steel_volume,rebar_volume,pt_volume,timber_volume,source,notes,notes.1,shape_key,A_in2,d_in,bf_in,tw_in,Ix_in4,Zx_in3,Sx_in3,rx_in,Iy_in4,Zy_in3,Sy_in3,ry_in,source_standard,source_format,native_unit_system,A_mm2,d_mm,bf_mm,tw_mm,Ix_mm4,Zx_mm3,Sx_mm3,rx_mm,Iy_mm4,Zy_mm3,Sy_mm3,ry_mm,Av_mm2,shape_family,section_designation,mass_kg_m,tf_mm,r_mm,d_between_fillets_mm,A_cm2
column,aisc_hss558.8x254x7.9,steel_section,HSS558.8X254X7.9,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.833333,1.83399,3632.85,417.45,2.4219,31.818181818181817,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.125938,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS558P8X254X7P9,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,11700.0,,,,475000000.0,2100000.0,1690000.0,201.0,140000000.0,1210000.0,1100000.0,110.0,7020.0,,,,,,,
column,aisc_hss558.8x254x6.4,steel_section,HSS558.8X254X6.4,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.833333,1.83399,2924.9100000000003,339.135,1.9499400000000002,31.818181818181817,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.101396,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS558P8X254X6P4,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,9420.0,,,,384000000.0,1690000.0,1370000.0,202.0,114000000.0,983000.0,901000.0,110.0,5652.0,,,,,,,
column,aisc_hss508x508x25.4,steel_section,HSS508X508X25.4,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,1.666667,1.666667,13755.15,2746.2,9.1701,17.857142857142858,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.476841,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X508X25P4,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,44300.0,,,,1710000000.0,7960000.0,6720000.0,196.0,1710000000.0,7960000.0,6720000.0,196.0,26580.0,,,,,,,
column,aisc_hss508x508x22.2,steel_section,HSS508X508X22.2,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,1.666667,1.666667,12171.6,2449.5,8.1144,17.766497461928935,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.421945,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X508X22P2,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,39200.0,,,,1530000000.0,7100000.0,6020000.0,197.0,1530000000.0,7100000.0,6020000.0,197.0,23520.0,,,,,,,
column,aisc_hss508x508x19.0,steel_section,HSS508X508X19.0,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,1.666667,1.666667,10525.95,2139.0,7.0173000000000005,17.587939698492463,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.364897,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X508X19,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,33900.0,,,,1340000000.0,6200000.0,5290000.0,199.0,1340000000.0,6200000.0,5290000.0,199.0,20340.0,,,,,,,
column,aisc_hss508x508x15.9,steel_section,HSS508X508X15.9,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,1.666667,1.666667,8880.300000000001,1807.8,5.9202,17.5,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.307848,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X508X15P9,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,28600.0,,,,1140000000.0,5240000.0,4510000.0,200.0,1140000000.0,5240000.0,4510000.0,200.0,17160.0,,,,,,,
column,aisc_hss508x508x12.7,steel_section,HSS508X508X12.7,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,1.666667,1.666667,7172.55,1476.6,4.7817,17.326732673267326,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.248646,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X508X12P7,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,23100.0,,,,941000000.0,4280000.0,3700000.0,202.0,941000000.0,4280000.0,3700000.0,202.0,13860.0,,,,,,,
column,aisc_hss508x508x9.5,steel_section,HSS508X508X9.5,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,1.666667,1.666667,5433.75,1124.7,3.6225,17.24137931034483,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.188368,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X508X9P5,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,17500.0,,,,724000000.0,3260000.0,2850000.0,203.0,724000000.0,3260000.0,2850000.0,203.0,10500.0,,,,,,,
column,aisc_hss508x508x7.9,steel_section,HSS508X508X7.9,AISC,steel,hollow_structural_section,HSS_square,hollow_square_section,ft,,1.666667,1.666667,4533.3,945.3,3.0222,17.15686274509804,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.157153,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X508X7P9,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,14600.0,,,,608000000.0,2740000.0,2390000.0,204.0,608000000.0,2740000.0,2390000.0,204.0,8760.0,,,,,,,
column,aisc_hss508x406.4x19.0,steel_section,HSS508X406.4X19.0,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.332021,1.666667,9439.2,1573.2,6.292800000000001,21.604938271604937,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.327223,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X406P4X19,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,30400.0,,,,1130000000.0,5310000.0,4440000.0,193.0,799000000.0,4560000.0,3930000.0,162.0,18240.0,,,,,,,
column,aisc_hss508x406.4x15.9,steel_section,HSS508X406.4X15.9,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.332021,1.666667,7917.75,1335.15,5.2785,21.341463414634145,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.27448,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X406P4X15P9,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,25500.0,,,,966000000.0,4510000.0,3800000.0,194.0,683000000.0,3870000.0,3380000.0,164.0,15300.0,,,,,,,
column,aisc_hss508x406.4x12.7,steel_section,HSS508X406.4X12.7,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.332021,1.666667,6427.35,1090.2,4.2849,21.21212121212121,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.222813,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X406P4X12P7,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,20700.0,,,,791000000.0,3670000.0,3110000.0,196.0,562000000.0,3160000.0,2770000.0,165.0,12420.0,,,,,,,
column,aisc_hss508x406.4x9.5,steel_section,HSS508X406.4X9.5,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.332021,1.666667,4874.85,838.35,3.2499000000000002,21.08433734939759,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.168993,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X406P4X9P5,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,15700.0,,,,612000000.0,2820000.0,2410000.0,197.0,433000000.0,2430000.0,2130000.0,166.0,9420.0,,,,,,,
column,aisc_hss508x406.4x7.9,steel_section,HSS508X406.4X7.9,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.332021,1.666667,4098.6,700.35,2.7324,20.95808383233533,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.142084,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X406P4X7P9,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,13200.0,,,,516000000.0,2360000.0,2030000.0,198.0,367000000.0,2030000.0,1800000.0,167.0,7920.0,,,,,,,
column,aisc_hss508x406.4x6.4,steel_section,HSS508X406.4X6.4,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.332021,1.666667,3291.3,565.8,2.1942,20.833333333333332,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.114097,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X406P4X6P4,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,10600.0,,,,416000000.0,1920000.0,1640000.0,199.0,298000000.0,1640000.0,1470000.0,168.0,6360.0,,,,,,,
column,aisc_hss508x304.8x25.4,steel_section,HSS508X304.8X25.4,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.000656,1.666667,10774.35,1362.75,7.1829,28.925619834710744,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.373508,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X304P8X25P4,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,34700.0,,,,1140000000.0,5640000.0,4490000.0,181.0,512000000.0,3950000.0,3360000.0,121.0,20820.0,,,,,,,
column,aisc_hss508x304.8x22.2,steel_section,HSS508X304.8X22.2,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.000656,1.666667,9563.4,1221.3,6.3755999999999995,28.45528455284553,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.331528,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X304P8X22P2,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,30800.0,,,,1030000000.0,5050000.0,4060000.0,183.0,462000000.0,3540000.0,3050000.0,123.0,18480.0,,,,,,,
column,aisc_hss508x304.8x19.0,steel_section,HSS508X304.8X19.0,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.000656,1.666667,8321.4,1072.95,5.5476,28.225806451612904,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.288473,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X304P8X19,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,26800.0,,,,911000000.0,4430000.0,3590000.0,184.0,411000000.0,3110000.0,2700000.0,124.0,16080.0,,,,,,,
column,aisc_hss508x304.8x15.9,steel_section,HSS508X304.8X15.9,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.000656,1.666667,7017.3,914.25,4.6782,28.0,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.243264,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X304P8X15P9,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,22600.0,,,,783000000.0,3770000.0,3080000.0,186.0,354000000.0,2650000.0,2330000.0,125.0,13560.0,,,,,,,
column,aisc_hss508x304.8x12.7,steel_section,HSS508X304.8X12.7,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.000656,1.666667,5682.150000000001,745.2,3.7881000000000005,27.559055118110237,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.19698,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X304P8X12P7,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,18300.0,,,,645000000.0,3080000.0,2540000.0,188.0,293000000.0,2160000.0,1920000.0,127.0,10980.0,,,,,,,
column,aisc_hss508x304.8x9.5,steel_section,HSS508X304.8X9.5,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.000656,1.666667,4315.95,576.15,2.8773,27.34375,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.149618,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X304P8X9P5,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,13900.0,,,,499000000.0,2360000.0,1970000.0,189.0,228000000.0,1670000.0,1490000.0,128.0,8340.0,,,,,,,
column,aisc_hss508x304.8x7.9,steel_section,HSS508X304.8X7.9,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,1.000656,1.666667,3632.85,486.45,2.4219,27.131782945736433,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.125938,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X304P8X7P9,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,11700.0,,,,420000000.0,2000000.0,1660000.0,190.0,193000000.0,1410000.0,1270000.0,129.0,7020.0,,,,,,,
column,aisc_hss508x203.2x25.4,steel_section,HSS508X203.2X25.4,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.66601,1.666667,9283.95,796.95,6.1893,43.20987654320987,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.321841,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X203P2X25P4,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,29900.0,,,,857000000.0,4470000.0,3380000.0,169.0,196000000.0,2310000.0,1930000.0,81.0,17940.0,,,,,,,
column,aisc_hss508x203.2x22.2,steel_section,HSS508X203.2X22.2,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.66601,1.666667,8259.300000000001,717.6,5.506200000000001,42.5273390036452,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.28632,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X203P2X22P2,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,26600.0,,,,783000000.0,4030000.0,3080000.0,171.0,180000000.0,2080000.0,1770000.0,82.3,15960.0,,,,,,,
column,aisc_hss508x203.2x19.0,steel_section,HSS508X203.2X19.0,AISC,steel,hollow_structural_section,HSS_rect,hollow_rectangular_section,ft,,0.66601,1.666667,7203.6,634.8,4.8024000000000004,41.866028708133975,,,,,us_steel_20,,,False,False,False,False,False,,,True,True,True,0.0,0.249723,0.0,0.0,0.0,aisc_column_sections_edac.csv,"Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.  Reference steel column capacity basis (AISC): reference height=3.5 m; K=1; reference story load=1500 kN/story; default fy=AISC 345.0 MPa; output units=kN, kN·m. axial_capacity = conservative concept-stage buckling-reduced axial capacity; moment_capacity = minor-axis proxy if available; maximum_story_count = axial_capacity / reference_story_load; slenderness_limit = KL/r at the reference height.",,HSS508X203P2X19,,,,,,,,,,,,,AISC,AISC_v16_metric,metric,23200.0,,,,695000000.0,3540000.0,2740000.0,173.0,161000000.0,1840000.0,1590000.0,83.6,13920.0,,,,,,,
