component,system_id,category,type,span_behavior,manufacturer,unit,length,width,slab_depth,beam_depth,screed_depth,steel_depth,swt,sdl,ll,max_span,material_concrete_id,material_screed_id,material_pt_id,material_rebar_id,material_steel_id,material_timber_id,ebc_mm,beam_ref,concrete_volume,screed_volume,steel_volume,rebar_volume,pt_volume,timber_volume,source
floor,bison_sp_150,precast,solid_plank,one-way,bison,metric,,,0.15,,0.075,,2.47,2.1,5,6.35,concrete,screed,,rebar,,,,150,0.10291667,0.075,,0.0030875,,,
floor,bison_sp_150,precast,solid_plank,one-way,bison,metric,,,0.15,,0.075,,2.47,2.1,5,5.75,concrete,screed,,rebar,,,,150,0.10291667,0.075,,0.0030875,,,
floor,bison_sp_150,precast,solid_plank,one-way,bison,metric,,,0.15,,0.075,,2.47,2.1,7.5,5,concrete,screed,,rebar,,,,150,0.10291667,0.075,,0.0030875,,,
floor,bison_sp_150_sound_slab,precast,solid_plank,one-way,bison,metric,,,0.15,,0.075,,3.02,2.1,1.5,7.35,concrete,screed,,rebar,,,,150 (sound slab),0.12583333,0.075,,0.003775,,,
floor,bison_sp_150_sound_slab,precast,solid_plank,one-way,bison,metric,,,0.15,,0.075,,3.02,2.1,2,7.35,concrete,screed,,rebar,,,,150 (sound slab),0.12583333,0.075,,0.003775,,,
floor,bison_sp_150_sound_slab,precast,solid_plank,one-way,bison,metric,,,0.15,,0.075,,3.02,2.1,2.5,7.35,concrete,screed,,rebar,,,,150 (sound slab),0.12583333,0.075,,0.003775,,,
floor,bison_sp_150_sound_slab,precast,solid_plank,one-way,bison,metric,,,0.15,,0.075,,3.02,2.1,3,7,concrete,screed,,rebar,,,,150 (sound slab),0.12583333,0.075,,0.003775,,,
floor,bison_sp_150_sound_slab,precast,solid_plank,one-way,bison,metric,,,0.15,,0.075,,3.02,2.1,4,6.7,concrete,screed,,rebar,,,,150 (sound slab),0.12583333,0.075,,0.003775,,,
floor,bison_sp_150_sound_slab,precast,solid_plank,one-way,bison,metric,,,0.15,,0.075,,3.02,2.1,5,6.35,concrete,screed,,rebar,,,,150 (sound slab),0.12583333,0.075,,0.003775,,,
floor,bison_sp_150_sound_slab,precast,solid_plank,one-way,bison,metric,,,0.15,,0.075,,3.02,2.1,5,5.95,concrete,screed,,rebar,,,,150 (sound slab),0.12583333,0.075,,0.003775,,,
floor,bison_sp_150_sound_slab,precast,solid_plank,one-way,bison,metric,,,0.15,,0.075,,3.02,2.1,7.5,5.2,concrete,screed,,rebar,,,,150 (sound slab),0.12583333,0.075,,0.003775,,,
floor,bison_sp_200,precast,solid_plank,one-way,bison,metric,,,0.2,,0.075,,3.1,2.1,1.5,8.85,concrete,screed,,rebar,,,,200,0.12916667,0.075,,0.003875,,,
floor,bison_sp_200,precast,solid_plank,one-way,bison,metric,,,0.2,,0.075,,3.1,2.1,2,8.85,concrete,screed,,rebar,,,,200,0.12916667,0.075,,0.003875,,,
floor,bison_sp_200,precast,solid_plank,one-way,bison,metric,,,0.2,,0.075,,3.1,2.1,2.5,8.8,concrete,screed,,rebar,,,,200,0.12916667,0.075,,0.003875,,,
floor,bison_sp_200,precast,solid_plank,one-way,bison,metric,,,0.2,,0.075,,3.1,2.1,3,8.8,concrete,screed,,rebar,,,,200,0.12916667,0.075,,0.003875,,,
floor,bison_sp_200,precast,solid_plank,one-way,bison,metric,,,0.2,,0.075,,3.1,2.1,4,8.65,concrete,screed,,rebar,,,,200,0.12916667,0.075,,0.003875,,,
floor,bison_sp_200,precast,solid_plank,one-way,bison,metric,,,0.2,,0.075,,3.1,2.1,5,8.3,concrete,screed,,rebar,,,,200,0.12916667,0.075,,0.003875,,,
floor,bison_sp_200,precast,solid_plank,one-way,bison,metric,,,0.2,,0.075,,3.1,2.1,5,7.7,concrete,screed,,rebar,,,,200,0.12916667,0.075,,0.003875,,,
floor,bison_sp_200,precast,solid_plank,one-way,bison,metric,,,0.2,,0.075,,3.1,2.1,7.5,6.7,concrete,screed,,rebar,,,,200,0.12916667,0.075,,0.003875,,,
floor,bison_sp_250,precast,solid_plank,one-way,bison,metric,,,0.25,,0.075,,3.47,2.1,1.5,9.75,concrete,screed,,rebar,,,,250,0.14458333,0.075,,0.0043375,,,
floor,bison_sp_250,precast,solid_plank,one-way,bison,metric,,,0.25,,0.075,,3.47,2.1,2,9.75,concrete,screed,,rebar,,,,250,0.14458333,0.075,,0.0043375,,,
floor,bison_sp_250,precast,solid_plank,one-way,bison,metric,,,0.25,,0.075,,3.47,2.1,2.5,9.75,concrete,screed,,rebar,,,,250,0.14458333,0.075,,0.0043375,,,
floor,bison_sp_250,precast,solid_plank,one-way,bison,metric,,,0.25,,0.075,,3.47,2.1,3,9.75,concrete,screed,,rebar,,,,250,0.14458333,0.075,,0.0043375,,,
floor,bison_sp_250,precast,solid_plank,one-way,bison,metric,,,0.25,,0.075,,3.47,2.1,4,9.6,concrete,screed,,rebar,,,,250,0.14458333,0.075,,0.0043375,,,
floor,bison_sp_250,precast,solid_plank,one-way,bison,metric,,,0.25,,0.075,,3.47,2.1,5,9.1,concrete,screed,,rebar,,,,250,0.14458333,0.075,,0.0043375,,,
floor,bison_sp_250,precast,solid_plank,one-way,bison,metric,,,0.25,,0.075,,3.47,2.1,5,8.9,concrete,screed,,rebar,,,,250,0.14458333,0.075,,0.0043375,,,
floor,bison_sp_250,precast,solid_plank,one-way,bison,metric,,,0.25,,0.075,,3.47,2.1,7.5,7.95,concrete,screed,,rebar,,,,250,0.14458333,0.075,,0.0043375,,,
floor,lynx_hc_L100,precast,hollowcore,one-way,lynx,metric,,,0.1,,0.06,,2.45,2.1,0.75,4.9,concrete,screed,,rebar,,,,L100,0.10208333,0.06,,0.0030625,,,
floor,lynx_hc_L100,precast,hollowcore,one-way,lynx,metric,,,0.1,,0.06,,2.45,2.1,1.5,4.9,concrete,screed,,rebar,,,,L100,0.10208333,0.06,,0.0030625,,,
floor,lynx_hc_L100,precast,hollowcore,one-way,lynx,metric,,,0.1,,0.06,,2.45,2.1,2,4.9,concrete,screed,,rebar,,,,L100,0.10208333,0.06,,0.0030625,,,
floor,lynx_hc_L100,precast,hollowcore,one-way,lynx,metric,,,0.1,,0.06,,2.45,2.1,2.5,4.75,concrete,screed,,rebar,,,,L100,0.10208333,0.06,,0.0030625,,,
floor,lynx_hc_L100,precast,hollowcore,one-way,lynx,metric,,,0.1,,0.06,,2.45,2.1,3,4.2,concrete,screed,,rebar,,,,L100,0.10208333,0.06,,0.0030625,,,
floor,lynx_hc_L100,precast,hollowcore,one-way,lynx,metric,,,0.1,,0.06,,2.45,2.1,4,3.95,concrete,screed,,rebar,,,,L100,0.10208333,0.06,,0.0030625,,,
floor,lynx_hc_L100,precast,hollowcore,one-way,lynx,metric,,,0.1,,0.06,,2.45,2.1,5,3.75,concrete,screed,,rebar,,,,L100,0.10208333,0.06,,0.0030625,,,
floor,lynx_hc_L100,precast,hollowcore,one-way,lynx,metric,,,0.1,,0.06,,2.45,2.1,5,3.5,concrete,screed,,rebar,,,,L100,0.10208333,0.06,,0.0030625,,,
floor,lynx_hc_L100,precast,hollowcore,one-way,lynx,metric,,,0.1,,0.06,,2.45,2.1,7.5,3.15,concrete,screed,,rebar,,,,L100,0.10208333,0.06,,0.0030625,,,
floor,lynx_hc_L100,precast,hollowcore,one-way,lynx,metric,,,0.1,,0.06,,2.45,2.1,10,2.9,concrete,screed,,rebar,,,,L100,0.10208333,0.06,,0.0030625,,,
floor,lynx_hc_L100,precast,hollowcore,one-way,lynx,metric,,,0.1,,0.06,,2.45,2.1,15,2.55,concrete,screed,,rebar,,,,L100,0.10208333,0.06,,0.0030625,,,
floor,lynx_hc_L150,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,2.56,2.1,0.75,7.4,concrete,screed,,rebar,,,,L150,0.10666667,0.06,,0.0032,,,
floor,lynx_hc_L150,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,2.56,2.1,1.5,7.4,concrete,screed,,rebar,,,,L150,0.10666667,0.06,,0.0032,,,
floor,lynx_hc_L150,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,2.56,2.1,2,7.4,concrete,screed,,rebar,,,,L150,0.10666667,0.06,,0.0032,,,
floor,lynx_hc_L150,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,2.56,2.1,2.5,7.4,concrete,screed,,rebar,,,,L150,0.10666667,0.06,,0.0032,,,
floor,lynx_hc_L150,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,2.56,2.1,3,6.55,concrete,screed,,rebar,,,,L150,0.10666667,0.06,,0.0032,,,
floor,lynx_hc_L150,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,2.56,2.1,4,6.15,concrete,screed,,rebar,,,,L150,0.10666667,0.06,,0.0032,,,
floor,lynx_hc_L150,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,2.56,2.1,5,5.85,concrete,screed,,rebar,,,,L150,0.10666667,0.06,,0.0032,,,
floor,lynx_hc_L150,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,2.56,2.1,5,5.45,concrete,screed,,rebar,,,,L150,0.10666667,0.06,,0.0032,,,
floor,lynx_hc_L150,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,2.56,2.1,7.5,4.85,concrete,screed,,rebar,,,,L150,0.10666667,0.06,,0.0032,,,
floor,lynx_hc_L150,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,2.56,2.1,10,4.45,concrete,screed,,rebar,,,,L150,0.10666667,0.06,,0.0032,,,
floor,lynx_hc_L150,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,2.56,2.1,15,3.9,concrete,screed,,rebar,,,,L150,0.10666667,0.06,,0.0032,,,
floor,lynx_hc_L150E,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,3.05,2.1,0.75,7.4,concrete,screed,,rebar,,,,L150E,0.12708333,0.06,,0.0038125,,,
floor,lynx_hc_L150E,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,3.05,2.1,1.5,7.4,concrete,screed,,rebar,,,,L150E,0.12708333,0.06,,0.0038125,,,
floor,lynx_hc_L150E,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,3.05,2.1,2,7.4,concrete,screed,,rebar,,,,L150E,0.12708333,0.06,,0.0038125,,,
floor,lynx_hc_L150E,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,3.05,2.1,2.5,7.4,concrete,screed,,rebar,,,,L150E,0.12708333,0.06,,0.0038125,,,
floor,lynx_hc_L150E,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,3.05,2.1,3,6.6,concrete,screed,,rebar,,,,L150E,0.12708333,0.06,,0.0038125,,,
floor,lynx_hc_L150E,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,3.05,2.1,4,6.2,concrete,screed,,rebar,,,,L150E,0.12708333,0.06,,0.0038125,,,
floor,lynx_hc_L150E,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,3.05,2.1,5,5.9,concrete,screed,,rebar,,,,L150E,0.12708333,0.06,,0.0038125,,,
floor,lynx_hc_L150E,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,3.05,2.1,5,5.5,concrete,screed,,rebar,,,,L150E,0.12708333,0.06,,0.0038125,,,
floor,lynx_hc_L150E,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,3.05,2.1,7.5,4.95,concrete,screed,,rebar,,,,L150E,0.12708333,0.06,,0.0038125,,,
floor,lynx_hc_L150E,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,3.05,2.1,10,4.55,concrete,screed,,rebar,,,,L150E,0.12708333,0.06,,0.0038125,,,
floor,lynx_hc_L150E,precast,hollowcore,one-way,lynx,metric,,,0.15,,0.06,,3.05,2.1,15,4,concrete,screed,,rebar,,,,L150E,0.12708333,0.06,,0.0038125,,,
floor,lynx_hc_L200,precast,hollowcore,one-way,lynx,metric,,,0.2,,0.06,,3.04,2.1,0.75,9.9,concrete,screed,,rebar,,,,L200,0.12666667,0.06,,0.0038,,,
floor,lynx_hc_L200,precast,hollowcore,one-way,lynx,metric,,,0.2,,0.06,,3.04,2.1,1.5,9.9,concrete,screed,,rebar,,,,L200,0.12666667,0.06,,0.0038,,,
floor,lynx_hc_L200,precast,hollowcore,one-way,lynx,metric,,,0.2,,0.06,,3.04,2.1,2,9.9,concrete,screed,,rebar,,,,L200,0.12666667,0.06,,0.0038,,,
floor,lynx_hc_L200,precast,hollowcore,one-way,lynx,metric,,,0.2,,0.06,,3.04,2.1,2.5,9.7,concrete,screed,,rebar,,,,L200,0.12666667,0.06,,0.0038,,,
floor,lynx_hc_L200,precast,hollowcore,one-way,lynx,metric,,,0.2,,0.06,,3.04,2.1,3,8.55,concrete,screed,,rebar,,,,L200,0.12666667,0.06,,0.0038,,,
floor,lynx_hc_L200,precast,hollowcore,one-way,lynx,metric,,,0.2,,0.06,,3.04,2.1,4,8.05,concrete,screed,,rebar,,,,L200,0.12666667,0.06,,0.0038,,,
floor,lynx_hc_L200,precast,hollowcore,one-way,lynx,metric,,,0.2,,0.06,,3.04,2.1,5,7.65,concrete,screed,,rebar,,,,L200,0.12666667,0.06,,0.0038,,,
floor,lynx_hc_L200,precast,hollowcore,one-way,lynx,metric,,,0.2,,0.06,,3.04,2.1,5,7.15,concrete,screed,,rebar,,,,L200,0.12666667,0.06,,0.0038,,,
floor,lynx_hc_L200,precast,hollowcore,one-way,lynx,metric,,,0.2,,0.06,,3.04,2.1,7.5,6.4,concrete,screed,,rebar,,,,L200,0.12666667,0.06,,0.0038,,,
floor,lynx_hc_L200,precast,hollowcore,one-way,lynx,metric,,,0.2,,0.06,,3.04,2.1,10,5.9,concrete,screed,,rebar,,,,L200,0.12666667,0.06,,0.0038,,,
floor,lynx_hc_L200,precast,hollowcore,one-way,lynx,metric,,,0.2,,0.06,,3.04,2.1,15,5.2,concrete,screed,,rebar,,,,L200,0.12666667,0.06,,0.0038,,,
floor,lynx_hc_L250,precast,hollowcore,one-way,lynx,metric,,,0.25,,0.06,,3.56,2.1,0.75,12.4,concrete,screed,,rebar,,,,L250,0.14833333,0.06,,0.00445,,,
floor,lynx_hc_L250,precast,hollowcore,one-way,lynx,metric,,,0.25,,0.06,,3.56,2.1,1.5,12.05,concrete,screed,,rebar,,,,L250,0.14833333,0.06,,0.00445,,,
floor,lynx_hc_L250,precast,hollowcore,one-way,lynx,metric,,,0.25,,0.06,,3.56,2.1,2,11.6,concrete,screed,,rebar,,,,L250,0.14833333,0.06,,0.00445,,,
floor,lynx_hc_L250,precast,hollowcore,one-way,lynx,metric,,,0.25,,0.06,,3.56,2.1,2.5,11.2,concrete,screed,,rebar,,,,L250,0.14833333,0.06,,0.00445,,,
floor,lynx_hc_L250,precast,hollowcore,one-way,lynx,metric,,,0.25,,0.06,,3.56,2.1,3,10.3,concrete,screed,,rebar,,,,L250,0.14833333,0.06,,0.00445,,,
floor,lynx_hc_L250,precast,hollowcore,one-way,lynx,metric,,,0.25,,0.06,,3.56,2.1,4,9.75,concrete,screed,,rebar,,,,L250,0.14833333,0.06,,0.00445,,,
floor,lynx_hc_L250,precast,hollowcore,one-way,lynx,metric,,,0.25,,0.06,,3.56,2.1,5,9.3,concrete,screed,,rebar,,,,L250,0.14833333,0.06,,0.00445,,,
floor,lynx_hc_L250,precast,hollowcore,one-way,lynx,metric,,,0.25,,0.06,,3.56,2.1,5,8.7,concrete,screed,,rebar,,,,L250,0.14833333,0.06,,0.00445,,,
floor,lynx_hc_L250,precast,hollowcore,one-way,lynx,metric,,,0.25,,0.06,,3.56,2.1,7.5,7.8,concrete,screed,,rebar,,,,L250,0.14833333,0.06,,0.00445,,,
floor,lynx_hc_L250,precast,hollowcore,one-way,lynx,metric,,,0.25,,0.06,,3.56,2.1,10,7.2,concrete,screed,,rebar,,,,L250,0.14833333,0.06,,0.00445,,,
floor,lynx_hc_L250,precast,hollowcore,one-way,lynx,metric,,,0.25,,0.06,,3.56,2.1,15,6.35,concrete,screed,,rebar,,,,L250,0.14833333,0.06,,0.00445,,,
floor,lynx_hc_L300,precast,hollowcore,one-way,lynx,metric,,,0.3,,0.06,,4.04,2.1,0.75,14,concrete,screed,,rebar,,,,L300,0.16833333,0.06,,0.00505,,,
floor,lynx_hc_L300,precast,hollowcore,one-way,lynx,metric,,,0.3,,0.06,,4.04,2.1,1.5,13.2,concrete,screed,,rebar,,,,L300,0.16833333,0.06,,0.00505,,,
floor,lynx_hc_L300,precast,hollowcore,one-way,lynx,metric,,,0.3,,0.06,,4.04,2.1,2,12.75,concrete,screed,,rebar,,,,L300,0.16833333,0.06,,0.00505,,,
floor,lynx_hc_L300,precast,hollowcore,one-way,lynx,metric,,,0.3,,0.06,,4.04,2.1,2.5,12.35,concrete,screed,,rebar,,,,L300,0.16833333,0.06,,0.00505,,,
floor,lynx_hc_L300,precast,hollowcore,one-way,lynx,metric,,,0.3,,0.06,,4.04,2.1,3,11.9,concrete,screed,,rebar,,,,L300,0.16833333,0.06,,0.00505,,,
floor,lynx_hc_L300,precast,hollowcore,one-way,lynx,metric,,,0.3,,0.06,,4.04,2.1,4,11.3,concrete,screed,,rebar,,,,L300,0.16833333,0.06,,0.00505,,,
floor,lynx_hc_L300,precast,hollowcore,one-way,lynx,metric,,,0.3,,0.06,,4.04,2.1,5,10.75,concrete,screed,,rebar,,,,L300,0.16833333,0.06,,0.00505,,,
floor,lynx_hc_L300,precast,hollowcore,one-way,lynx,metric,,,0.3,,0.06,,4.04,2.1,5,10.1,concrete,screed,,rebar,,,,L300,0.16833333,0.06,,0.00505,,,
floor,lynx_hc_L300,precast,hollowcore,one-way,lynx,metric,,,0.3,,0.06,,4.04,2.1,7.5,9.1,concrete,screed,,rebar,,,,L300,0.16833333,0.06,,0.00505,,,
floor,lynx_hc_L300,precast,hollowcore,one-way,lynx,metric,,,0.3,,0.06,,4.04,2.1,10,8.4,concrete,screed,,rebar,,,,L300,0.16833333,0.06,,0.00505,,,
floor,lynx_hc_L300,precast,hollowcore,one-way,lynx,metric,,,0.3,,0.06,,4.04,2.1,15,7.4,concrete,screed,,rebar,,,,L300,0.16833333,0.06,,0.00505,,,
floor,lynx_hc_l100_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,3.6,2.1,0.75,,concrete,screed,,rebar,,,,L100 + 50mm screed,0.15,0.06,,0.0045,,,
floor,lynx_hc_l100_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,3.6,2.1,1.5,,concrete,screed,,rebar,,,,L100 + 50mm screed,0.15,0.06,,0.0045,,,
floor,lynx_hc_l100_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,3.6,2.1,2,,concrete,screed,,rebar,,,,L100 + 50mm screed,0.15,0.06,,0.0045,,,
floor,lynx_hc_l100_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,3.6,2.1,2.5,,concrete,screed,,rebar,,,,L100 + 50mm screed,0.15,0.06,,0.0045,,,
floor,lynx_hc_l100_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,3.6,2.1,3,,concrete,screed,,rebar,,,,L100 + 50mm screed,0.15,0.06,,0.0045,,,
floor,lynx_hc_l100_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,3.6,2.1,4,,concrete,screed,,rebar,,,,L100 + 50mm screed,0.15,0.06,,0.0045,,,
floor,lynx_hc_l100_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,3.6,2.1,5,,concrete,screed,,rebar,,,,L100 + 50mm screed,0.15,0.06,,0.0045,,,
floor,lynx_hc_l100_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,3.6,2.1,5,,concrete,screed,,rebar,,,,L100 + 50mm screed,0.15,0.06,,0.0045,,,
floor,lynx_hc_l100_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,3.6,2.1,7.5,,concrete,screed,,rebar,,,,L100 + 50mm screed,0.15,0.06,,0.0045,,,
floor,lynx_hc_l100_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,3.6,2.1,10,,concrete,screed,,rebar,,,,L100 + 50mm screed,0.15,0.06,,0.0045,,,
floor,lynx_hc_l100_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,3.6,2.1,15,,concrete,screed,,rebar,,,,L100 + 50mm screed,0.15,0.06,,0.0045,,,
floor,lynx_hc_l100_t75,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.2,2.1,0.75,,concrete,screed,,rebar,,,,L100 + 75mm screed,0.175,0.06,,0.00525,,,
floor,lynx_hc_l100_t75,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.2,2.1,1.5,,concrete,screed,,rebar,,,,L100 + 75mm screed,0.175,0.06,,0.00525,,,
floor,lynx_hc_l100_t75,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.2,2.1,2,,concrete,screed,,rebar,,,,L100 + 75mm screed,0.175,0.06,,0.00525,,,
floor,lynx_hc_l100_t75,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.2,2.1,2.5,,concrete,screed,,rebar,,,,L100 + 75mm screed,0.175,0.06,,0.00525,,,
floor,lynx_hc_l100_t75,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.2,2.1,3,,concrete,screed,,rebar,,,,L100 + 75mm screed,0.175,0.06,,0.00525,,,
floor,lynx_hc_l100_t75,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.2,2.1,4,,concrete,screed,,rebar,,,,L100 + 75mm screed,0.175,0.06,,0.00525,,,
floor,lynx_hc_l100_t75,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.2,2.1,5,,concrete,screed,,rebar,,,,L100 + 75mm screed,0.175,0.06,,0.00525,,,
floor,lynx_hc_l100_t75,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.2,2.1,5,,concrete,screed,,rebar,,,,L100 + 75mm screed,0.175,0.06,,0.00525,,,
floor,lynx_hc_l100_t75,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.2,2.1,7.5,,concrete,screed,,rebar,,,,L100 + 75mm screed,0.175,0.06,,0.00525,,,
floor,lynx_hc_l100_t75,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.2,2.1,10,,concrete,screed,,rebar,,,,L100 + 75mm screed,0.175,0.06,,0.00525,,,
floor,lynx_hc_l100_t75,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.2,2.1,15,,concrete,screed,,rebar,,,,L100 + 75mm screed,0.175,0.06,,0.00525,,,
floor,lynx_hc_l100_t100,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.8,2.1,0.75,,concrete,screed,,rebar,,,,L100 + 100mm screed,0.2,0.06,,0.006,,,
floor,lynx_hc_l100_t100,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.8,2.1,1.5,,concrete,screed,,rebar,,,,L100 + 100mm screed,0.2,0.06,,0.006,,,
floor,lynx_hc_l100_t100,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.8,2.1,2,,concrete,screed,,rebar,,,,L100 + 100mm screed,0.2,0.06,,0.006,,,
floor,lynx_hc_l100_t100,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.8,2.1,2.5,,concrete,screed,,rebar,,,,L100 + 100mm screed,0.2,0.06,,0.006,,,
floor,lynx_hc_l100_t100,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.8,2.1,3,,concrete,screed,,rebar,,,,L100 + 100mm screed,0.2,0.06,,0.006,,,
floor,lynx_hc_l100_t100,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.8,2.1,4,,concrete,screed,,rebar,,,,L100 + 100mm screed,0.2,0.06,,0.006,,,
floor,lynx_hc_l100_t100,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.8,2.1,5,,concrete,screed,,rebar,,,,L100 + 100mm screed,0.2,0.06,,0.006,,,
floor,lynx_hc_l100_t100,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.8,2.1,5,,concrete,screed,,rebar,,,,L100 + 100mm screed,0.2,0.06,,0.006,,,
floor,lynx_hc_l100_t100,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.8,2.1,7.5,,concrete,screed,,rebar,,,,L100 + 100mm screed,0.2,0.06,,0.006,,,
floor,lynx_hc_l100_t100,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.8,2.1,10,,concrete,screed,,rebar,,,,L100 + 100mm screed,0.2,0.06,,0.006,,,
floor,lynx_hc_l100_t100,precast,hollowcore,one-way,lynx,metric,,1.198,0.1,,0.06,,4.8,2.1,15,,concrete,screed,,rebar,,,,L100 + 100mm screed,0.2,0.06,,0.006,,,
floor,lynx_hc_l150_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.15,,0.06,,3.71,2.1,0.75,,concrete,screed,,rebar,,,,L150 + 50mm screed,0.15458333,0.06,,0.0046375,,,
floor,lynx_hc_l150_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.15,,0.06,,3.71,2.1,1.5,,concrete,screed,,rebar,,,,L150 + 50mm screed,0.15458333,0.06,,0.0046375,,,
floor,lynx_hc_l150_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.15,,0.06,,3.71,2.1,2,,concrete,screed,,rebar,,,,L150 + 50mm screed,0.15458333,0.06,,0.0046375,,,
floor,lynx_hc_l150_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.15,,0.06,,3.71,2.1,2.5,,concrete,screed,,rebar,,,,L150 + 50mm screed,0.15458333,0.06,,0.0046375,,,
floor,lynx_hc_l150_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.15,,0.06,,3.71,2.1,3,,concrete,screed,,rebar,,,,L150 + 50mm screed,0.15458333,0.06,,0.0046375,,,
floor,lynx_hc_l150_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.15,,0.06,,3.71,2.1,4,,concrete,screed,,rebar,,,,L150 + 50mm screed,0.15458333,0.06,,0.0046375,,,
floor,lynx_hc_l150_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.15,,0.06,,3.71,2.1,5,,concrete,screed,,rebar,,,,L150 + 50mm screed,0.15458333,0.06,,0.0046375,,,
floor,lynx_hc_l150_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.15,,0.06,,3.71,2.1,5,,concrete,screed,,rebar,,,,L150 + 50mm screed,0.15458333,0.06,,0.0046375,,,
floor,lynx_hc_l150_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.15,,0.06,,3.71,2.1,7.5,,concrete,screed,,rebar,,,,L150 + 50mm screed,0.15458333,0.06,,0.0046375,,,
floor,lynx_hc_l150_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.15,,0.06,,3.71,2.1,10,,concrete,screed,,rebar,,,,L150 + 50mm screed,0.15458333,0.06,,0.0046375,,,
floor,lynx_hc_l150_t50,precast,hollowcore,one-way,lynx,metric,,1.198,0.15,,0.06,,3.71,2.1,15,,concrete,screed,,rebar,,,,L150 + 50mm screed,0.15458333,0.06,,0.0046375,,,
floor,lynx_hc_l150_t75,precast,hollowcore,one-way,lynx,metric,,1.198,0.15,,0.06,,4.31,2.1,0.75,,concrete,screed,,rebar,,,,L150 + 75mm screed,0.17958333,0.06,,0.0053875,,,
