component,column_system_id,column_category,column_type,manufacturer,material_family,construction_method,section_type,column_role,unit,column_height,column_width,column_depth,axial_capacity,moment_capacity,maximum_story_count,slenderness_limit,fire_rating,material_concrete_id,material_pt_id,material_rebar_id,material_steel_id,material_timber_id,material_fireproofing_id,is_composite,requires_rebar,requires_pt,requires_encasement,requires_fireproofing,supports_floor_types,supports_beam_types,supports_low_rise,supports_mid_rise,supports_high_rise,concrete_volume,steel_volume,fireproofing_volume,rebar_volume,pt_volume,timber_volume,source,notes
column,aisc_hss60.3x4.8,steel_section,HSS60.3X4.8,AISC,steel,hollow_structural_section,HSS_round,hollow_round_section,ft,,0.197835,0.197835,36.85995113059903,4.761,0.024573301,176.76767676767676,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.008331,0.001666,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_hss60.3x3.9,steel_section,HSS60.3X3.9,AISC,steel,hollow_structural_section,HSS_round,hollow_round_section,ft,,0.197835,0.197835,31.54244998388966,4.0365,0.0210283,174.12935323383084,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.006943,0.001389,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_hss60.3x3.2,steel_section,HSS60.3X3.2,AISC,steel,hollow_structural_section,HSS_round,hollow_round_section,ft,,0.197835,0.197835,26.46665343475799,3.3465,0.017644436,172.41379310344826,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.005716,0.001143,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_hss48.3x4.8,steel_section,HSS48.3X4.8,AISC,steel,hollow_structural_section,HSS_round,hollow_round_section,ft,,0.158465,0.158465,17.886140220749695,2.9394,0.011924093,224.35897435897436,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.006544,0.001309,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_hss48.3x3.7,steel_section,HSS48.3X3.7,AISC,steel,hollow_structural_section,HSS_round,hollow_round_section,ft,,0.158465,0.158465,14.743980452239612,2.3805,0.00982932,220.1257862,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.005199,0.00104,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_hss48.3x3.0,steel_section,HSS48.3X3.0,AISC,steel,hollow_structural_section,HSS_round,hollow_round_section,ft,,0.158465,0.158465,12.568639074040329,2.01135,0.008379093,217.3913043478261,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.004338,0.000868,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aisc_hss42.2x3.6,steel_section,HSS42.2X3.6,AISC,steel,hollow_structural_section,HSS_round,hollow_round_section,ft,,0.138451,0.138451,9.257286087225854,1.725,0.006171524,253.6231884057971,,,,,us_steel_20,,fireproofing,False,False,False,False,True,,,True,True,True,0.0,0.004338,0.000868,0.0,0.0,0.0,aisc_column_sections_edac.csv,Intrinsic section properties only from AISC Shapes Database v16.0. Capacities intentionally left blank. steel_volume is m3 per linear metre. Geometry stored in metres. Imperial version: dimensional fields converted to feet; steel_volume is ft^3 per linear ft.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,18.0,18.0,3602.915232782994,35.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,18.0,18.0,3602.915232782994,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,18.0,18.0,3602.915232782994,35.0,,50.8,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,18.0,18.0,3602.915232782994,35.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,18.0,18.0,3602.915232782994,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,18.0,18.0,3602.915232782994,35.0,,50.8,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,18.0,18.0,3602.915232782994,35.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,18.0,18.0,3602.915232782994,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,18.0,18.0,3602.915232782994,35.0,,50.8,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,18.0,18.0,3602.915232782994,35.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,18.0,18.0,3602.915232782994,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,18.0,18.0,3602.915232782994,35.0,,50.8,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,18.0,18.0,3602.915232782994,35.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,18.0,18.0,3602.915232782994,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,18.0,18.0,3602.915232782994,35.0,,50.8,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,18.0,18.0,3602.915232782994,35.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,18.0,18.0,3602.915232782994,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,18.0,18.0,3602.915232782994,35.0,,50.8,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,18.0,18.0,3602.915232782994,35.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,18.0,18.0,3602.915232782994,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,18.0,18.0,3602.915232782994,35.0,,50.8,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,18.0,18.0,3602.915232782994,35.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,18.0,18.0,3602.915232782994,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,18.0,18.0,3602.915232782994,35.0,,50.8,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,14.0,18.0,18.0,3602.915232782994,35.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,14.0,18.0,18.0,3602.915232782994,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,14.0,18.0,18.0,3602.915232782994,35.0,,50.8,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,14.0,18.0,18.0,3602.915232782994,35.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,14.0,18.0,18.0,3602.915232782994,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,14.0,18.0,18.0,3602.915232782994,35.0,,50.8,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,14.0,18.0,18.0,3602.915232782994,35.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,14.0,18.0,18.0,3602.915232782994,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,14.0,18.0,18.0,3602.915232782994,35.0,,50.8,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,14.0,18.0,18.0,3602.915232782994,35.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,14.0,18.0,18.0,3602.915232782994,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_18x18,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,14.0,18.0,18.0,3602.915232782994,35.0,,50.8,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,2.25,,,0.054,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,22.0,22.0,5382.132631688175,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,22.0,22.0,5382.132631688175,75.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,22.0,22.0,5382.132631688175,49.99999999999999,,51.14285714285714,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,22.0,22.0,5382.132631688175,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,22.0,22.0,5382.132631688175,75.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,22.0,22.0,5382.132631688175,49.99999999999999,,51.14285714285714,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,22.0,22.0,5382.132631688175,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,22.0,22.0,5382.132631688175,75.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,22.0,22.0,5382.132631688175,49.99999999999999,,51.14285714285714,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,22.0,22.0,5382.132631688175,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,22.0,22.0,5382.132631688175,75.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,10.0,22.0,22.0,5382.132631688175,49.99999999999999,,51.14285714285714,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,22.0,22.0,5382.132631688175,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,22.0,22.0,5382.132631688175,75.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,22.0,22.0,5382.132631688175,49.99999999999999,,51.14285714285714,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,22.0,22.0,5382.132631688175,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,22.0,22.0,5382.132631688175,75.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,22.0,22.0,5382.132631688175,49.99999999999999,,51.14285714285714,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,22.0,22.0,5382.132631688175,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,22.0,22.0,5382.132631688175,75.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,22.0,22.0,5382.132631688175,49.99999999999999,,51.14285714285714,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,22.0,22.0,5382.132631688175,49.99999999999999,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,22.0,22.0,5382.132631688175,75.0,,22,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
column,aci_gravity_column_22x22,cast_in_place,gravity_column,generic,concrete,cast_in_place,rectangular,gravity_column,imperial,12.0,22.0,22.0,5382.132631688175,49.99999999999999,,51.14285714285714,,CONC_5000PSI,,rebar_60ksi,,,,False,True,False,False,False,,,True,True,False,3.3611111111111103,,,0.080667,,,Expanded ACI example catalog,Tied-column screen uses a simplified ACI-style moment magnification plus strain-compatibility capacity iteration.
