lateral_variant_id,lateral_family_id,wall_thickness,frame_depth,bay_width_default,core_area_ratio_default,core_perimeter_ratio_default,axial_capacity,moment_capacity,maximum_story_count,slenderness_limit,lateral_type_detail,fire_rating_variant,concrete_volume,steel_volume,rebar_volume,timber_volume,material_concrete_id,material_rebar_id,material_steel_id,material_timber_id,material_fireproofing_id,source,notes
ec_wall_pier_250x4000_24,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.007,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_25,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.007,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_26,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.007,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_27,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.007,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_28,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_29,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_30,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_31,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_32,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_33,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_34,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_35,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_36,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_37,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_38,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_39,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_40,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_41,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_42,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_43,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_44,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_45,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_46,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_47,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_48,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_49,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_50,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_51,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_52,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_53,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_54,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.008,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_55,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_56,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_57,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_58,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_59,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_60,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_61,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_62,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_63,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_64,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_65,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_66,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_67,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_68,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_69,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_70,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_71,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_72,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_73,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_74,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_75,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_76,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_77,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_78,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_79,ec_wall_pier_250x4000,250,,4000,,,,500,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_80,ec_wall_pier_250x4000,250,,4000,,,,800,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_wall_pier_250x4000_81,ec_wall_pier_250x4000,250,,4000,,,,1100,,,shear_wall,,1.0,,0.009,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_1,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_2,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_3,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_4,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_5,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_6,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_7,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_8,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_9,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_10,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_11,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_12,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_13,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_14,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_15,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_16,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_17,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_18,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_19,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_20,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_21,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_22,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_23,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_24,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_25,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_26,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_27,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.00945,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_28,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_29,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_30,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_31,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_32,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_33,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_34,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_35,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_36,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_37,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_38,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_39,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_40,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_41,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_42,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_43,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_44,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_45,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_46,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_47,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_48,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_49,ec_coupled_wall_300x4500,300,,4500,,,,700,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_50,ec_coupled_wall_300x4500,300,,4500,,,,1000,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
ec_coupled_wall_300x4500_51,ec_coupled_wall_300x4500,300,,4500,,,,1400,,,shear_wall,,1.35,,0.0108,,concrete,rebar,,,,Expanded EC2 example catalog,"Screening-level RC wall/core check using wide-section flexure, in-plane shear stress, and axial compression limits."
