system_variant,system_family,unit,slab_depth,beam_depth,screed_depth,steel_depth,swt,sdl,ll,max_span,concrete_volume,screed_volume,steel_volume,rebar_volume,pt_volume,timber_volume,material_concrete_id,material_screed_id,material_pt_id,material_steel_id,material_rebar_id,material_timber_id,ebc_mm,beam_ref,source
ComFlor80_normal_weight_366,ComFlor80_normal_weight,metric,0.18,,0.0,0.001,2.779,,10.0,3.72,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD180_MA252_G1.0,
ComFlor80_normal_weight_367,ComFlor80_normal_weight,metric,0.18,,0.0,0.0012,3.961,,5.0,4.32,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD180_MA252_G1.2,
ComFlor80_normal_weight_368,ComFlor80_normal_weight,metric,0.18,,0.0,0.0012,3.961,,7.5,4.31,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD180_MA252_G1.2,
ComFlor80_normal_weight_369,ComFlor80_normal_weight,metric,0.18,,0.0,0.0012,3.961,,10.0,4.31,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD180_MA252_G1.2,
ComFlor80_normal_weight_370,ComFlor80_normal_weight,metric,0.19,,0.0,0.0009,2.308,,5.0,3.17,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD190_MA252_G0.9,
ComFlor80_normal_weight_371,ComFlor80_normal_weight,metric,0.19,,0.0,0.0009,2.308,,7.5,3.17,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD190_MA252_G0.9,
ComFlor80_normal_weight_372,ComFlor80_normal_weight,metric,0.19,,0.0,0.0009,2.308,,10.0,3.17,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD190_MA252_G0.9,
ComFlor80_normal_weight_373,ComFlor80_normal_weight,metric,0.19,,0.0,0.001,2.779,,5.0,3.61,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD190_MA252_G1.0,
ComFlor80_normal_weight_374,ComFlor80_normal_weight,metric,0.19,,0.0,0.001,2.779,,7.5,3.61,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD190_MA252_G1.0,
ComFlor80_normal_weight_375,ComFlor80_normal_weight,metric,0.19,,0.0,0.001,2.779,,10.0,3.6,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD190_MA252_G1.0,
ComFlor80_normal_weight_376,ComFlor80_normal_weight,metric,0.19,,0.0,0.0012,3.961,,5.0,4.3,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD190_MA252_G1.2,
ComFlor80_normal_weight_377,ComFlor80_normal_weight,metric,0.19,,0.0,0.0012,3.961,,7.5,4.29,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD190_MA252_G1.2,
ComFlor80_normal_weight_378,ComFlor80_normal_weight,metric,0.19,,0.0,0.0012,3.961,,10.0,4.28,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD190_MA252_G1.2,
ComFlor80_normal_weight_379,ComFlor80_normal_weight,metric,0.2,,0.0,0.0009,2.308,,5.0,3.06,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD200_MA252_G0.9,
ComFlor80_normal_weight_380,ComFlor80_normal_weight,metric,0.2,,0.0,0.0009,2.308,,7.5,3.06,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD200_MA252_G0.9,
ComFlor80_normal_weight_381,ComFlor80_normal_weight,metric,0.2,,0.0,0.0009,2.308,,10.0,3.06,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD200_MA252_G0.9,
ComFlor80_normal_weight_382,ComFlor80_normal_weight,metric,0.2,,0.0,0.001,2.779,,5.0,3.49,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD200_MA252_G1.0,
ComFlor80_normal_weight_383,ComFlor80_normal_weight,metric,0.2,,0.0,0.001,2.779,,7.5,3.49,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD200_MA252_G1.0,
ComFlor80_normal_weight_384,ComFlor80_normal_weight,metric,0.2,,0.0,0.001,2.779,,10.0,3.49,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD200_MA252_G1.0,
ComFlor80_normal_weight_385,ComFlor80_normal_weight,metric,0.2,,0.0,0.0012,3.961,,5.0,4.26,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD200_MA252_G1.2,
ComFlor80_normal_weight_386,ComFlor80_normal_weight,metric,0.2,,0.0,0.0012,3.961,,7.5,4.26,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD200_MA252_G1.2,
ComFlor80_normal_weight_387,ComFlor80_normal_weight,metric,0.2,,0.0,0.0012,3.961,,10.0,4.25,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.0_SD200_MA252_G1.2,
ComFlor80_normal_weight_388,ComFlor80_normal_weight,metric,0.15,,0.0,0.0009,2.308,,5.0,3.67,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD150_MA142_G0.9,
ComFlor80_normal_weight_389,ComFlor80_normal_weight,metric,0.15,,0.0,0.0009,2.308,,7.5,3.35,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD150_MA142_G0.9,
ComFlor80_normal_weight_390,ComFlor80_normal_weight,metric,0.15,,0.0,0.0009,2.308,,10.0,2.81,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD150_MA142_G0.9,
ComFlor80_normal_weight_391,ComFlor80_normal_weight,metric,0.15,,0.0,0.001,2.779,,5.0,4.05,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD150_MA142_G1.0,
ComFlor80_normal_weight_392,ComFlor80_normal_weight,metric,0.15,,0.0,0.001,2.779,,7.5,3.38,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD150_MA142_G1.0,
ComFlor80_normal_weight_393,ComFlor80_normal_weight,metric,0.15,,0.0,0.001,2.779,,10.0,2.84,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD150_MA142_G1.0,
ComFlor80_normal_weight_394,ComFlor80_normal_weight,metric,0.15,,0.0,0.0012,3.961,,5.0,4.1,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD150_MA142_G1.2,
ComFlor80_normal_weight_395,ComFlor80_normal_weight,metric,0.15,,0.0,0.0012,3.961,,7.5,3.44,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD150_MA142_G1.2,
ComFlor80_normal_weight_396,ComFlor80_normal_weight,metric,0.15,,0.0,0.0012,3.961,,10.0,2.9,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD150_MA142_G1.2,
ComFlor80_normal_weight_397,ComFlor80_normal_weight,metric,0.16,,0.0,0.0009,2.308,,5.0,3.54,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD160_MA193_G0.9,
ComFlor80_normal_weight_398,ComFlor80_normal_weight,metric,0.16,,0.0,0.0009,2.308,,7.5,3.51,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD160_MA193_G0.9,
ComFlor80_normal_weight_399,ComFlor80_normal_weight,metric,0.16,,0.0,0.0009,2.308,,10.0,3.49,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD160_MA193_G0.9,
ComFlor80_normal_weight_400,ComFlor80_normal_weight,metric,0.16,,0.0,0.001,2.779,,5.0,4.0,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD160_MA193_G1.0,
ComFlor80_normal_weight_401,ComFlor80_normal_weight,metric,0.16,,0.0,0.001,2.779,,7.5,3.96,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD160_MA193_G1.0,
ComFlor80_normal_weight_402,ComFlor80_normal_weight,metric,0.16,,0.0,0.001,2.779,,10.0,3.66,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD160_MA193_G1.0,
ComFlor80_normal_weight_403,ComFlor80_normal_weight,metric,0.16,,0.0,0.0012,3.961,,5.0,4.57,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD160_MA193_G1.2,
ComFlor80_normal_weight_404,ComFlor80_normal_weight,metric,0.16,,0.0,0.0012,3.961,,7.5,4.54,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD160_MA193_G1.2,
ComFlor80_normal_weight_405,ComFlor80_normal_weight,metric,0.16,,0.0,0.0012,3.961,,10.0,3.68,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD160_MA193_G1.2,
ComFlor80_normal_weight_406,ComFlor80_normal_weight,metric,0.17,,0.0,0.0009,2.308,,5.0,3.4,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD170_MA193_G0.9,
ComFlor80_normal_weight_407,ComFlor80_normal_weight,metric,0.17,,0.0,0.0009,2.308,,7.5,3.4,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD170_MA193_G0.9,
ComFlor80_normal_weight_408,ComFlor80_normal_weight,metric,0.17,,0.0,0.0009,2.308,,10.0,3.36,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD170_MA193_G0.9,
ComFlor80_normal_weight_409,ComFlor80_normal_weight,metric,0.17,,0.0,0.001,2.779,,5.0,3.87,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD170_MA193_G1.0,
ComFlor80_normal_weight_410,ComFlor80_normal_weight,metric,0.17,,0.0,0.001,2.779,,7.5,3.85,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD170_MA193_G1.0,
ComFlor80_normal_weight_411,ComFlor80_normal_weight,metric,0.17,,0.0,0.001,2.779,,10.0,3.82,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD170_MA193_G1.0,
ComFlor80_normal_weight_412,ComFlor80_normal_weight,metric,0.17,,0.0,0.0012,3.961,,5.0,4.44,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD170_MA193_G1.2,
ComFlor80_normal_weight_413,ComFlor80_normal_weight,metric,0.17,,0.0,0.0012,3.961,,7.5,4.41,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD170_MA193_G1.2,
ComFlor80_normal_weight_414,ComFlor80_normal_weight,metric,0.17,,0.0,0.0012,3.961,,10.0,4.03,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD170_MA193_G1.2,
ComFlor80_normal_weight_415,ComFlor80_normal_weight,metric,0.18,,0.0,0.0009,2.308,,5.0,3.28,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD180_MA252_G0.9,
ComFlor80_normal_weight_416,ComFlor80_normal_weight,metric,0.18,,0.0,0.0009,2.308,,7.5,3.28,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD180_MA252_G0.9,
ComFlor80_normal_weight_417,ComFlor80_normal_weight,metric,0.18,,0.0,0.0009,2.308,,10.0,3.27,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD180_MA252_G0.9,
ComFlor80_normal_weight_418,ComFlor80_normal_weight,metric,0.18,,0.0,0.001,2.779,,5.0,3.73,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD180_MA252_G1.0,
ComFlor80_normal_weight_419,ComFlor80_normal_weight,metric,0.18,,0.0,0.001,2.779,,7.5,3.72,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD180_MA252_G1.0,
ComFlor80_normal_weight_420,ComFlor80_normal_weight,metric,0.18,,0.0,0.001,2.779,,10.0,3.69,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD180_MA252_G1.0,
ComFlor80_normal_weight_421,ComFlor80_normal_weight,metric,0.18,,0.0,0.0012,3.961,,5.0,4.31,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD180_MA252_G1.2,
ComFlor80_normal_weight_422,ComFlor80_normal_weight,metric,0.18,,0.0,0.0012,3.961,,7.5,4.28,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD180_MA252_G1.2,
ComFlor80_normal_weight_423,ComFlor80_normal_weight,metric,0.18,,0.0,0.0012,3.961,,10.0,4.24,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD180_MA252_G1.2,
ComFlor80_normal_weight_424,ComFlor80_normal_weight,metric,0.19,,0.0,0.0009,2.308,,5.0,3.17,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD190_MA252_G0.9,
ComFlor80_normal_weight_425,ComFlor80_normal_weight,metric,0.19,,0.0,0.0009,2.308,,7.5,3.17,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD190_MA252_G0.9,
ComFlor80_normal_weight_426,ComFlor80_normal_weight,metric,0.19,,0.0,0.0009,2.308,,10.0,3.16,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD190_MA252_G0.9,
ComFlor80_normal_weight_427,ComFlor80_normal_weight,metric,0.19,,0.0,0.001,2.779,,5.0,3.61,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD190_MA252_G1.0,
ComFlor80_normal_weight_428,ComFlor80_normal_weight,metric,0.19,,0.0,0.001,2.779,,7.5,3.61,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD190_MA252_G1.0,
ComFlor80_normal_weight_429,ComFlor80_normal_weight,metric,0.19,,0.0,0.001,2.779,,10.0,3.6,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD190_MA252_G1.0,
ComFlor80_normal_weight_430,ComFlor80_normal_weight,metric,0.19,,0.0,0.0012,3.961,,5.0,4.3,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD190_MA252_G1.2,
ComFlor80_normal_weight_431,ComFlor80_normal_weight,metric,0.19,,0.0,0.0012,3.961,,7.5,4.29,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD190_MA252_G1.2,
ComFlor80_normal_weight_432,ComFlor80_normal_weight,metric,0.19,,0.0,0.0012,3.961,,10.0,4.27,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD190_MA252_G1.2,
ComFlor80_normal_weight_433,ComFlor80_normal_weight,metric,0.2,,0.0,0.0009,2.308,,5.0,3.06,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD200_MA252_G0.9,
ComFlor80_normal_weight_434,ComFlor80_normal_weight,metric,0.2,,0.0,0.0009,2.308,,7.5,3.06,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD200_MA252_G0.9,
ComFlor80_normal_weight_435,ComFlor80_normal_weight,metric,0.2,,0.0,0.0009,2.308,,10.0,3.06,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD200_MA252_G0.9,
ComFlor80_normal_weight_436,ComFlor80_normal_weight,metric,0.2,,0.0,0.001,2.779,,5.0,3.49,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD200_MA252_G1.0,
ComFlor80_normal_weight_437,ComFlor80_normal_weight,metric,0.2,,0.0,0.001,2.779,,7.5,3.49,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD200_MA252_G1.0,
ComFlor80_normal_weight_438,ComFlor80_normal_weight,metric,0.2,,0.0,0.001,2.779,,10.0,3.48,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD200_MA252_G1.0,
ComFlor80_normal_weight_439,ComFlor80_normal_weight,metric,0.2,,0.0,0.0012,3.961,,5.0,4.26,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD200_MA252_G1.2,
ComFlor80_normal_weight_440,ComFlor80_normal_weight,metric,0.2,,0.0,0.0012,3.961,,7.5,4.25,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD200_MA252_G1.2,
ComFlor80_normal_weight_441,ComFlor80_normal_weight,metric,0.2,,0.0,0.0012,3.961,,10.0,4.22,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR1.5_SD200_MA252_G1.2,
ComFlor80_normal_weight_442,ComFlor80_normal_weight,metric,0.16,,0.0,0.0009,2.308,,5.0,3.51,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD160_MA193_G0.9,
ComFlor80_normal_weight_443,ComFlor80_normal_weight,metric,0.16,,0.0,0.0009,2.308,,7.5,3.49,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD160_MA193_G0.9,
ComFlor80_normal_weight_444,ComFlor80_normal_weight,metric,0.16,,0.0,0.0009,2.308,,10.0,3.16,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD160_MA193_G0.9,
ComFlor80_normal_weight_445,ComFlor80_normal_weight,metric,0.16,,0.0,0.001,2.779,,5.0,3.96,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD160_MA193_G1.0,
ComFlor80_normal_weight_446,ComFlor80_normal_weight,metric,0.16,,0.0,0.001,2.779,,7.5,3.84,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD160_MA193_G1.0,
ComFlor80_normal_weight_447,ComFlor80_normal_weight,metric,0.16,,0.0,0.001,2.779,,10.0,3.17,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD160_MA193_G1.0,
ComFlor80_normal_weight_448,ComFlor80_normal_weight,metric,0.16,,0.0,0.0012,3.961,,5.0,4.54,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD160_MA193_G1.2,
ComFlor80_normal_weight_449,ComFlor80_normal_weight,metric,0.16,,0.0,0.0012,3.961,,7.5,3.84,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD160_MA193_G1.2,
ComFlor80_normal_weight_450,ComFlor80_normal_weight,metric,0.16,,0.0,0.0012,3.961,,10.0,3.2,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD160_MA193_G1.2,
ComFlor80_normal_weight_451,ComFlor80_normal_weight,metric,0.17,,0.0,0.0009,2.308,,5.0,3.4,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD170_MA193_G0.9,
ComFlor80_normal_weight_452,ComFlor80_normal_weight,metric,0.17,,0.0,0.0009,2.308,,7.5,3.38,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD170_MA193_G0.9,
ComFlor80_normal_weight_453,ComFlor80_normal_weight,metric,0.17,,0.0,0.0009,2.308,,10.0,3.36,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD170_MA193_G0.9,
ComFlor80_normal_weight_454,ComFlor80_normal_weight,metric,0.17,,0.0,0.001,2.779,,5.0,3.85,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD170_MA193_G1.0,
ComFlor80_normal_weight_455,ComFlor80_normal_weight,metric,0.17,,0.0,0.001,2.779,,7.5,3.82,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD170_MA193_G1.0,
ComFlor80_normal_weight_456,ComFlor80_normal_weight,metric,0.17,,0.0,0.001,2.779,,10.0,3.52,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD170_MA193_G1.0,
ComFlor80_normal_weight_457,ComFlor80_normal_weight,metric,0.17,,0.0,0.0012,3.961,,5.0,4.41,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD170_MA193_G1.2,
ComFlor80_normal_weight_458,ComFlor80_normal_weight,metric,0.17,,0.0,0.0012,3.961,,7.5,4.41,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD170_MA193_G1.2,
ComFlor80_normal_weight_459,ComFlor80_normal_weight,metric,0.17,,0.0,0.0012,3.961,,10.0,3.53,0.16504167,0.0,0.001864,0.00495125,,,concrete,screed,,eu_steel_1.2,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD170_MA193_G1.2,
ComFlor80_normal_weight_460,ComFlor80_normal_weight,metric,0.18,,0.0,0.0009,2.308,,5.0,3.28,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD180_MA252_G0.9,
ComFlor80_normal_weight_461,ComFlor80_normal_weight,metric,0.18,,0.0,0.0009,2.308,,7.5,3.28,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD180_MA252_G0.9,
ComFlor80_normal_weight_462,ComFlor80_normal_weight,metric,0.18,,0.0,0.0009,2.308,,10.0,3.24,0.09616667,0.0,0.001382,0.002885,,,concrete,screed,,eu_steel_0.9,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD180_MA252_G0.9,
ComFlor80_normal_weight_463,ComFlor80_normal_weight,metric,0.18,,0.0,0.001,2.779,,5.0,3.73,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD180_MA252_G1.0,
ComFlor80_normal_weight_464,ComFlor80_normal_weight,metric,0.18,,0.0,0.001,2.779,,7.5,3.71,0.11579167,0.0,0.001542,0.00347375,,,concrete,screed,,eu_steel_1.0,rebar,,,ComFlor80_multi_unpropped_FR2.0_SD180_MA252_G1.0,
